Комбинация дескриптор + алгоритм сопоставления;Количество найденных точек
ORB_BF_L2,500
ORB_NORM_HAMMING2,500
ORB_NORM_L2SQR,500
ORB_FLANN_LSH,498
FAST+ORB_BF_L2,32727
FAST+ORB_NORM_HAMMING2,32727
FAST+ORB_NORM_L2SQR,32727
FAST+ORB_FLANN_LSH,32727
FAST+BRISK_BF_L2,33490
FAST+BRISK_NORM_HAMMING2,33490
FAST+BRISK_NORM_L2SQR,33490
FAST+BRISK_FLANN_LSH,33490
KAZE_BF_L2,11514
KAZE_NORM_L2SQR,11514
KAZE_FLANN_KDTree,11514
KAZE_FLANN_KMeans,11514
AKAZE_BF_L2,10122
AKAZE_NORM_HAMMING2,10122
AKAZE_NORM_L2SQR,10122
AKAZE_FLANN_LSH,10122
GFTT+ORB_BF_L2,877
GFTT+ORB_NORM_HAMMING2,877
GFTT+ORB_NORM_L2SQR,877
GFTT+ORB_FLANN_LSH,877
GFTT+BRISK_BF_L2,935
GFTT+BRISK_NORM_HAMMING2,935
GFTT+BRISK_NORM_L2SQR,935
GFTT+BRISK_FLANN_LSH,935
SIFT_BF_L2,12453
SIFT_NORM_L2SQR,12453
SIFT_FLANN_KDTree,12453
SIFT_FLANN_KMeans,12453
